review,Improvement Suggestions,Questions and Answers,Experience Sharing,Technical Feedback,Support Request,Community Interaction,Course Comparison,Related Course Suggestions,not_praise
Good for starters!,0.0,0,0,0,0,0.0,0,0,1
"Totally useless.1) Why is she speaking so so so slow? I put the playback rate at X 1,50 in order to be able to understand her.2) She is just making a summary in bullets of the readings that we are supposed to read anyway. Nothing new in the lectures.If it was not a part of the Specialization I would never follow that course, neither the other one taught by the same professor.",0.0,0,0,0,0,0.0,0,0,1
"The notes are perfect! But I do think that the content might be a little bit easy.. Good course for beginners, but if you are looking for more challenges, this might not be the best choice for you.",0.0,0,0,0,0,0.0,1,0,0
"Fun refresher for someone that took Calculus 30 years ago. Great lectures and examples. Quiz answers dont always use the proper upper case E for e correctly, so be prepared to be marked down for correct answers sometimes (but you can correct your answers on retake). It would be great to get this fixed!",1.0,0,0,1,0,0.0,0,0,0
"Wow, great course, one of the best in Coursera! I enjoyed the lectures a lot, they are engaging and fast paced, the examples of practical applications are interesting; the assignments and interview questions are well thought and challenging.Thanks so much to the Princeton professors who decided to make this amazing material available online. The course is so good I had to buy Sedgewick and Waynes Algorithms book, not because it was needed for the course (it is not, you have all you need in the lectures), but because they totally rock! Thanks!",0.0,0,1,0,0,0.0,0,0,0
"Good course. Personally I think it is almost the perfect level for those who have some basic understandings about finance and look forward to go deep(such as me). This course requires some understanding about using Excel, which is quite useful when doing the quiz. Mastering Excel well would save a lot time. Some material might be a little hard but with patience and hardworking, it can still be solved. Highly recommended!",0.0,0,1,0,0,0.0,0,0,0
"I love you guys, Noam Nisan and Shimon Schocken, for this tremendously successful course! I never thought I could acquire even a basic understanding of the inner computer structure in less than 6 weeks and honestly at first I had doubts if I would be able to finish it and now by your help we have created yet another computer!You are the brilliant example of how a proper education system can hugely intensify the students learning abilities.I Surely recommend this course to everybody regardless of their study/educational background in order to demystify the computer in their minds.However, I need to remind others that the course sometimes really challenges you and you might need to think a bit hard to solve the projects. Nonetheless the teaching materials are extremely sufficient for resolving any kind of problem you might have, given you spend enough time on it!I am eagerly waiting for the second part of the course.My heartfelt thanks goes to everyone, Coursera and any other individual and instructors, who has made this wonderful course available to the world!",0.0,0,1,0,0,0.0,0,0,0
"much better than the data science with R concentration provided also by John Hopkins. This course has concrete examples, and the lecturer doesnt treat his audience like the first-grade kids. I take this back. The lecturer doesnt know what hes taking about and what he is gonna talk about for at least half of the time.",0.0,0,1,0,0,0.0,1,0,0
"This is an excellent intro course. The instructor clearly had a lot of fun preparing videos, and its contagious. There is a high-level of polish here - even pacing, helpful study guides, solid video production values and active teaching assistant in the forums. I learned a lot in this class, but aside from that it was just a good time :).",0.0,0,1,0,0,0.0,0,0,0
"I am a post-doc researcher in phonetics from Germany with very little background in statistics and no background in machine learning and although it required some work I was never lost and always able to follow the videos, answer the review questions and even managed to do the programming assignments. This course is excellent for beginners and although there are a lot of things I need to study more thoroughly to really be able to apply them in my field of research this course has covered most of the basic concepts and helped me gain a much better understanding of the methods used outside of my primary field of research which greatly helps expanding my skills. I recommend this course to everyone who has no or little prior knowledge of machine learning!",0.0,0,1,0,0,0.0,0,0,0
good clarity,0.0,0,0,0,0,0.0,0,0,1
A good course to begin your studies on Globalization and International Business. The videos were simple and easy to follow. The quizzes were easy and intuitive. Overall a nice stop to start your studies in business in general and international business in particular.I will take up the Part 2 of the course in the future sessions and look forward to build upon the thing learnt till now. Enroll now and keep learning.,0.0,0,1,0,0,0.0,0,0,0
"I like this course because of its step by step explanation and real computing problems. On the other hand the last exercises is a bit boring for me especially. I hope I will finish this course . I also want to recommend to everybody who is just started to learn computing, may be you must be good in English.",0.0,0,1,0,0,0.0,0,0,0
"Overall this is a great course, but I do wish that the written materials be revised and clarified. The course videos are great! Prof. Kalman Hazins approach is prefect for online teaching! However, the instructions for the programming assignments were not as clear as they needed to be. There was more than one occasion where I had to spend considerable time trying to figure out what was being asked. And for a newie, any amount of confusion can stop can be completely debilitating and frustrating. It can be the difference between giving up and becoming a developer.",1.0,0,1,0,0,0.0,0,0,0
lecture too focus on the theory that not very useful on business world. The BI tool microStrategy used in the homework is too slow and crash from time to time.,0.0,0,0,1,0,0.0,0,0,1
"Great course, I had a lot of fun",0.0,0,1,0,0,0.0,0,0,0
I am honestly not a fan of Amys teaching style. She seems to have a discussion with herself about character building techniques but not really explain the technique nor structure it for the student.There are too many shop talks.I would rather have a structure explained to me and then hear a discussion... the way Brando Skyhorse does in the Plot course... really a let down. I will have to buy the book she keeps averting I guess... after spending quite good money on the course already. Pity,0.0,0,1,0,0,0.0,1,0,1
"Its a good course, but it might be a little too introductory for someone who already has some familiarity with programming (although I hadnt used R, I had other experience with a similar language). So for me, I completed this course much more quickly than I anticipated and was really just very eager to move on to the other courses in the specialization.",0.0,0,1,0,0,0.0,0,0,1
"It is impossible to input solutions to quizzes/exams - even when they are correct, they are graded as wrong - a massive waste of time",0.0,0,0,1,1,0.0,0,0,1
"Dr. Carlos Guestrin and Dr. Emily Fox are amazing. Needless to say, their way of teaching is absolutely brilliant and fun to learn, concepts which took me few days to learn now takes an hour or so, this is primarily due to their mastery on the subject matter and their lucid way of teaching.",0.0,0,1,0,0,0.0,0,0,0
🍻Absolutely Amazing 👍👍I was worried about taking any sort of U Of A course in the past. Now after taking a step out of my comfort zone and Clicking the signup button😬 I was amazed how well the course was put together. It challenged me to think and view different perspectives at the same time I was learning tons of new and exciting things.Thank you. Keep them coming.Ron,0.0,0,1,0,0,0.0,0,0,0
"Excellent course to start the ML concepts ! The Case Study approach really gives a deep insight into each concept discussed. Looking forward to further courses in this specialization !! My python programming knowledge really helped to complete the course few weeks earlier !! Suggestions : An example using the python ML modules -sclearn,numpy,matplotlib will also help !",1.0,0,1,0,0,0.0,0,1,0
"videos can be more interactive with more information on the slides. feel that slides downloaded is not worth the time. I seem to see the professor on screen more then important information we need to take note of. Some modules need to go indepth explanation but does not, especially on",1.0,0,0,0,0,0.0,0,0,1
"I was glad to get exposure to famous algorithms through this class, but I dont feel like I really developed an intuition for reasoning about their runtime. The class was challenging, but mostly for the wrong reasons. I spent more time and energy pouring over the answers to tricky quizzes and having to implement algorithms exactly as described in the lecture notes rather than really truly learning. It also took me much longer than the 4-8 hours per week advertised to complete each week.",1.0,0,1,0,0,0.0,0,0,1
"Good basics course. Great for beginners and reminders!I was hoping for something more advanced & was a bit disappointed. I am probably more knowledgeable than most however. The statement made regarding eating fruits & veggies regardless of whether they have pesticides or not was a bit tough for me as I became ill in part due to pesticides and still am. I might always be. I understand eating veggies in place of other foods (i. e. - processed foods) as I eat very little meat anymore. But coming from Stanford and someone as educated as he is, that was shocking. It makes me wonder who funded this course.",0.0,0,1,0,0,0.0,0,0,1
I found this course lacking in providing sufficient coverage of the basics in the course videos and lacking a useful and directed reading list. I spent far too much time researching command syntax and using try and error to find what worked with the provided code.Disappointing as topics covered are good.,0.0,0,0,0,0,0.0,0,0,1
"Very good and thorough course. Everything is explained to the root, so for all the things you learn you learn why you are learning this, how it is used, and in which situation you would us it. I did have some previous experience from taking a computing science master, but I thought the difficulty level was perfect. You have to think about it, but there is enough explanation to make everything clear.I enjoyed it.",0.0,0,1,0,0,0.0,0,0,0
"This is really an useful course. Understanding the concepts of learning in turns helps in learning something new. The concepts explained in this course are simple, pictorial, easy to understand and easy to relate. Im feeling good about taking this course. Sincere thanks to Dr.Barbara Oakley & Terrence Sejnowsk taking this initiative. This course will have good impact on the lives of many.",0.0,0,1,0,0,0.0,0,0,0
"The materials are good, but it felt like this class should have a been a 1-week introductory lesson to Data Science. It is definitely now a 4-week class, maybe a a 2-week one if you take very easy. You end up with a basic setup for the next class. That I found very useful.",0.0,0,1,0,0,0.0,0,0,1
"It is the first course I have successfully completed on Coursera. I had a vague background in programming from my undergraduate studies in Engineering, but I have always wanted to learn more. I have found this Course to be the right place so far. I think it’s oriented to anybody who wants to learn to program in general with no specific background and that definitely has been ideal for me. I am continuing with the next course, let’s see how it goes...",0.0,0,1,0,0,0.0,0,0,0
"I have mixed feelings about this course. On one hand, scope is ambitious and getting to attend a course by G Hinton is a luxury. On the other hand, some topics are addressed confusingly (e.g. Hopfield Nets) or without going into much detail. But I think the worst of this course, and I wish Coursera would take care of that, is some quizzes being completely broken (missing or incorrect data), forcing you to go to Forums to get the correct question.There are big gaps of data and no course biography to follow or complete the missing gaps (lecture resources, when available, is just papers on the topic). Also, the course would benefit from better programming exercises... as it stands it is just download a program, complete a couple of methods, fill in the gaps on a quiz",1.0,0,0,1,1,0.0,0,0,1
"I found the course quite interesting overall and it is delivered by an excellent professor. Its a perfect introduction to Soren Kierkegaards ideas and life. On the (slightly) negative side, sometimes I felt there was too much emphasis on the biographical details with a very light discussion of the philosophical concepts. However, I dont want to misled anyone with this: the course is very enjoyable. I would definitely recommend it to anyone interested in Kierkegaards philosophy.",0.0,0,1,0,0,0.0,0,0,0
"teacher talks much too slowly, and uses many complex terms when they are not needed",0.0,0,0,0,0,0.0,0,0,1
The content might be great but the teachers dont seem to enjoy presenting the course at all. They are basically reading from a script. Very monotonous atmosphere.,0.0,0,1,0,0,0.0,0,0,1
"Prof Shilling is just amazing. The best part is he enjoys explaining stuff as if financial history is so much fun for him. Been a really good learning experience for me. He focused more on the basics and fundamentals than the technical formula stuff, which I would actually appreciate, given my level of maturity (I am a beginner). Thanks for providing the course. I could have given a star less as notes (ppts) are missing. But cool.",0.0,0,1,0,0,0.0,0,0,0
Not really related to the specialization.,0.0,0,0,0,0,0.0,0,0,1
I think the exercises could be more deep.,1.0,0,0,0,0,0.0,0,0,1
"Good course! The only major drawback is the requirement of Graphlab, which doesnt allow the student to fully understand the applications using real world software. Just recently, Dato (the company that owns graphlab) was purchased by Apple, and you can no longer buy a commercial licence to the software. Despite this, users cannot use Graphlab for commercial purposes, therefore rendering the software completely impractical for professionals. The specialization is designed to help you get a job (see capstone) yet the software currently in place is limiting.",1.0,0,0,0,0,0.0,0,0,1
"The lectures in this course were very good but I would have preferred much, much more homework to practice the concepts covered in the lectures.Also, I was somewhat disappointed when a certain issue with the course that I asked about in the forums was never addressed by the course staff. Of course, I could have been wrong about it but, but based on the response from other students I was not the only one having this problem.",1.0,0,0,1,1,0.0,0,0,0
Very nice course which gives good introduction to data structures. I love it. :),0.0,0,1,0,0,0.0,0,0,0
"The section about Beta-Binomial Conjugate is taught very fast and unless the student is quite familiar with Beta and Gamma distributions, it makes it very difficult to follow the course.",0.0,0,0,0,0,0.0,0,0,1
"Very good course, only 1 BIG disadvantage: you cannot take the quizzes unless you buy the certificate...",0.0,0,0,0,0,0.0,0,0,1
"We really need more coding on this one, perhaps half the time should be dedicated to actual coding. From creating environment grappling- hooks. As well as showing 2D gaming and how to work with Physics.The UI and the Unity Walkthrough on everything from Objects to Particles and animation was really well done. And the Tutor is very good at describing the differences between things, as well as alternating how to create things.",1.0,0,0,0,0,0.0,0,0,0
I really liked this course. I think there was a lot of content covered in a short period of time and the way that it was presented kept me focused. I think the professor was able to present the information in an effective way. I would definitely recommend this course.,0.0,0,1,0,0,0.0,0,0,0
"Great course. I wish the prereqs would specify graphs, inductive proofs and other prerequsites from the math domain that were required to understand the examples.Switching to FP and recursive thinking is hard enough as it is - having to combine it with graph algorithms and other concepts, not necessarily familiar for OOP background programmers increases the effort unnecessarily. That being said, good thing the course offered a preview week.",0.0,0,1,0,0,0.0,0,0,1
everyone should do it.....,0.0,0,0,0,0,0.0,0,0,1
"I have to say, I am disappointed in that I feel there is little to no interaction here between students and instructors/aides. Additionally, the assignments are not functioning properly and it creates much confusion. The instructors videos are great and have been helpful but the rest is lacking! There is no way to view others bodies of work and critiques are very vague, etc. This is photography... where is the photography from learners (other than the assignments)? Why is there no gallery here?",1.0,0,0,1,1,1.0,0,0,0
"Very good course, solid introduction to matplotlib and interesting assignments. I was skeptical about the peer review format at first, but then I embraced it - good choice! I liked how the course built on the foundations of the previous one. To pass the assignments I had to use Python, pandas, matplotlib and other tools combined!",0.0,0,1,0,0,0.0,0,0,0
I would like to thank the Younsei University and the Coursera for giving me this course immensely. My thanks to Professor Jong-Moon Chung who patiently and effortfully passed the course content to the best of his ability. Thank you very much for this opportunity. A big hug from friend Edivaldo.,0.0,0,1,0,0,0.0,0,0,0
"if the input format can be explained in detail, could save a lot of time wondering the genuine answer. But, overall, brilliant! really appreciate for the sharing of joys in calculus! thank you!",0.0,0,1,0,0,0.0,0,0,0
I am giving 1 star to this MOOC because giving 0 is not an option.The savoir relier protocol might be efficient when taught face to face in a classroom but as a MOOC it is a massive waste of time and money (I paid for the capstone project and Im feeling robbed).I learnt absolutely nothing.This MOOC is a major disappointment from a school such as HEC.,0.0,0,0,0,0,0.0,0,0,1
Informative but not challenging enough.,0.0,0,0,0,0,0.0,0,0,1
Too Fast. Video is too short and spend a lot of time in the summary.,0.0,0,0,0,0,0.0,0,0,1
"Very informative but I think that, if I hadnt already had a basic knowledge of the Korean alphabet and grammar structure, Id have found the grammar explanations to be a bit too brief. Excellent for beginner level refresher though. Some glitches in the tests (e.g. the correct answer being something not taught until the next lesson) and the videos (one lesson unable to be downloaded on any of the computers to which I have access). Would be good if this course had some social /cultural lessons (like how to drink in front of a superior",1.0,1,0,1,0,0.0,0,0,1
"Jim Fowler is fantastic. Its hard to make sequences and series exciting and engaging, but he manages to do it. As with conventional classroom courses, certain techniques work better than others for online learning. His pedagogical techniques for breaking down derivations and equations work incredibly well for online learning videos. I would eagerly take another class taught by Professor Fowler again. May I suggest classes in Differential Equations and Partial Differential Equations? I didnt take those in college, and over 20 years later, I still regret it and feel the lack of knowledge in my working life.",0.0,0,0,0,0,0.0,0,1,0
"Compared to the other Coursera course I attended ,this one is by far the least useful one. The instructor is super brief and his slides are mostly made of a list of acronyms!I would not recommend it until they make some serious changes to the content and presentation of material.",0.0,0,0,0,0,0.0,1,0,1
"I loved this course that was my very first to follow in 2013 (and one of the first best courses available). Charles Severance brings us into the deep, fascinating and complex history of a tool that we so commonly use nowadays.Really a must-study to understand better our world and how all that thing works.",0.0,0,1,0,0,0.0,0,0,0
"I would love to thank you for your hard working. It was a good course. I have learnt a lot from you. In addition, Im looking forward to participating with you on another course. Thank you once more again.",0.0,0,1,0,0,0.0,0,0,0
"This course touches on basic concepts quite nicely and should help students with adequate math background to gain a good understanding of regression on both high and low level.A text book and optional exercises could help attain better theoretical ground for regression. In general, references and suggested reading are missing from this specialization.I would also like to see optional programming assignments on publicly available data sets other than the repeatedly used house prices data.",1.0,0,0,0,0,0.0,0,1,1
Great introduction to angular.js,0.0,0,0,0,0,0.0,0,0,1
"the only problem i have with this course and the others in this specialization is that the instructors think we are all employed people, leaders, and we are responsible for a team. In fact I am taking this specialization because i will need it in near future. I am a college student and do not have a team i am leading. So some assignments are difficult to complete because they particularly ask you for real life experience, which students my age most probably dont have.",0.0,0,1,0,0,0.0,0,0,1
"Exceptionally well presented course. Professor McPhee is a great teacher. He engages you and takes you through the complex events of the French Revolution at a very comfortable pace.Im currently reading his book: Liberty or Death, The French Revolution. I highly recommend it as a companion to this course.My plan is to watch this course again when I finish the book in a couple of weeks.I want to take this opportunity to thank Coursera for offering this, and other courses; and Professor McPhee for taking the time to put together this series of lectures.",0.0,0,1,0,0,0.0,0,0,0
"LOVED the course, ENJOYED the learning! Great video presentations by Dr. Hare … easy to engage, and wonderful to have the flexible fit into my schedule. Keep up to good work. Would like to know more about how the Certificate is issued. Keep getting opportunity to pay for the certificate on screen, even though I did that at the start of the course. LOVE the book as well … thank you for providing such great tools.",0.0,1,1,0,1,0.0,0,0,0
All courses have their pluses and minuses. This one is a gathering of many of the leaders in this field and is a wonderful overview of the land. I would like to say that the interviews were priceless and while the lectures were a bit dry when lsitening to face to face interactions I was struck by the level of intelligence and dedication of all participants. I am waiting for the next installment.,0.0,0,1,0,0,0.0,0,0,0
"This course is wonderful. I have 3 kids with dyslexia. I am learning so much about characteristics, additional difficulties and strategies to support them. I recommend this class to everyone. Make sure you have a notebook you will have a ton of notes. Best Coursera course I have taken as far as information goes.",0.0,0,1,0,0,0.0,0,0,0
"The teachers are fantastic. The content is introductory, but it covers a lot of information in an easy and clear way. Also, it helped me to pass the exam to enter into a Masters program in Epidemiology. It was really helpful, even more than some very well-known introductory books on the field. Thank you, it was great!!",0.0,0,1,0,0,0.0,0,0,0
"Excellent! Brian is very simple and clear in his instruction. No messages missed or trouble understanding the program. Also, when you think your system doesnt have something, they provide you with the equivalent of what they is required. For example in the build case and getting Web Gl support. yeah! Youll see it.Thanks, I had a lot of fun doing this course. Now on to the next!!Ugo",0.0,0,1,0,0,0.0,0,0,0
"Although it took me quite a while to figure out how to push my solution on to github (was making me very mad), I figured it out!! I really like the way you teach lectures. I am giving you a 5 star because, I like the way you give resources and examples of each section youre teaching. I am leaning a lot and look forward to learn! Thank You",0.0,0,1,1,0,0.0,0,0,0
"Fantastic course. One should make it mandatory to all university professors and would be great for high students and first year university students. I am planning on integrating it into my teaching and presenting some of the ideas and techniques discussed in the course to my students on each class.I have tried a few other courses on Coursera and this course seems truly exceptional: the way the material is structured, presented and you can really feel the enthusiasm of the course instructor.Thank you very much.",0.0,0,1,0,0,0.0,0,0,0
"An amazing course to get a brief understading about Big Data, the course needs an improvement in the slides, and additional resources for better understading.",1.0,0,0,0,0,0.0,0,0,0
"It is difficult to complain too much about a free course, but I expected more from a course carrying the name Princeton. The videos were generally well done and interesting, but did contain factual errors almost every week.Unfortunately the instructors were absent from the forums after a couple replies the first week. The homework assignments were disorganized, provided components contained errors, the grading system had problems and the requirements were often unclear. The assignments require Java programming experience (not mentioned in course description). Most importantly, the assignments in no way reflected what was taught in the course videos. They were of course related, but were implementing parts of a bitcoin node, but in a simplified manner. The textbook PDF is good.It would have been nice to have assignments working with real bitcoin (or testnet) transactions, sigs, verification, hashing, etc.Anyhow, Im enthusiastic about this subject matter, so Im just happy the course exists, but dont expect a glossy polished course... its a rough ride.Here is another Bitcoin course that looks good: https://www.pluralsight.com/courses/bitcoin-decentralized-technology",1.0,0,1,0,0,0.0,1,1,1
I did not understand the submitting process till the fourth week. I feel that you could have offered a more detailed description . Doing the review in the fourth week did not do justice for my peers.,0.0,0,0,0,1,0.0,0,0,1
Title misleading. Never ever a beginners course.,0.0,0,0,0,0,0.0,0,0,1
"it is VERY basic course suitable for people who really struggling to find their way to healthy food and even to its determination. Basic recipes are giving for home cooking. BEAUTIFUL illustrations along the course as well. BUT I hoped to find more scientific information about nutrition and suggestion which products might cause specific diseases. Would be also nice to have lectures from scientific point of view like: why it is unhealthy to eat before going to bad, which products digest slower etc.",1.0,1,0,0,0,0.0,0,0,0
"A disorganized mess. Got no acknowledgement that i was turning in assignments. My peer-review assignment for week 1 was done the first week was never peered, reviewed, or peer-reviewed. Completed three weeks, all assignments exactly as instructed. God only knows if anything has been received or credited. I hate myself for getting suckered into this awful thing. Bye Coursera.",0.0,0,0,1,1,0.0,0,0,1
"Great course with easy and simple examples that helped me better understand these concepts. I am looking forward to enroll and start watching the videos of the Advanced Competitive Strategy Course.I recommend this one to anyone wanting to know the basics of competitive strategy, decision making and management concepts whether having or not a job related to management.",0.0,0,0,0,0,0.0,0,1,0
"THIS IS ONE OF THE BEST COURSES AND BEST LECTURES IVE SEEN, AMONG A LOT THAT I WENT THROUGH! Such fantastic and humorous way to lead the audience through wonders of the universe! Looking forward to MANY MANY more courses from this lecturer on any subject really - thats how engaging this course was for me! AWESOME!",0.0,0,1,0,0,0.0,0,0,0
"The course provides you with very valuable information. Even though it is quite hard and sometimes the information is not explained well enough for people who are just starting in the field, it is worth the effort. I took Andrew Ngs course first and this course after that. Andrew Ngs course gives good introduction into Machine Learning and this course gives you much deeper insights.",0.0,0,1,0,0,0.0,1,0,0
The quality of videos was pretty poor. The question and answer format of discussion was not a great idea (might have been great for kids videos). Doesnt enthuse us to continue the course. Thanks however for putting the effort and making this available to everyone for free. Really appreciate that.,1.0,0,0,1,0,0.0,0,0,1
"Well,I learnt a lot not only in cooking meal,but also in getting nutrition in healthy way.",0.0,0,1,0,0,0.0,0,0,0
"Overall I really loved this course, and taking it from such an important name in the field was cool. There were a number of technical glitches on the quizzes, unfortunately, and often the wording on quizzes was unnecessarily confusing (but still manageable) so I dock it a single star. Also the visual organization of the lecture slides is a little shoddy compared to many other versions of nearly identical slides from Hintons courses found online elsewhere. On the mobile app, many of the quiz questions were impossible to complete because graphics could not load. Not sure if its a problem with the course materials or with the app or with my device, so that has not affected my rating. For anyone considering this course, be advised that ability in calculus and statistics are required for mastery of this material.",1.0,0,1,1,0,0.0,0,0,0
"The course is fine, however its more an introduction than a course. The course in itself doesnt teach much, should have been the first week of subsequent courses. I went through all 4 weeks in 1 week, the whole course is mostly about downloading different tools and signing up for accounts.What I didnt like is that the teachers seem to be really concerned about their reputation and workload. Its repeated several times that you shouldnt email the teachers with questions and that online questions should be of a certain standard, its understandable but its a bit patronizing. I think teachers should be available for questions, even if its only through the forum (which they are) Its understandable that there are a lot of students so direct emails might overwhelm but thats just part of the job, we pay for the course, we should also get support when its not working for us.Overall I wouldnt advise taking this course if you arent taking it as part of the specialization.",0.0,0,0,0,0,0.0,0,0,1
"The course was excellent in every way. It combined very interesting content from different sources and points of views with practical exercises that really made the experience complete. I strongly recommend it to anyone who is even slightly interested in what mindfulness is and how it relates to the world around us. I would characterize it as an eye-opening experience. The only thing I would change would be the workload, which should be distributed in some way, as some of the courses weeks were almost impossible to pull off correctly in 7 days.",1.0,0,1,0,0,0.0,0,0,0
"The course is very interesting! I would recommend it to anyone interested in the subject.However, the English subtitles are far from perfect! Quite often, they interfere with the understanding because they substitute the words of the lecturer for other words, sometimes quite ridiculous! The English subtitles definitely need to be proofread!",0.0,0,0,1,0,0.0,0,0,0
"Thank you so much Amity for all the knowledge that you have given me. Your approach to teaching is wonderful and I was intrigued by your views on writing. I thoroughly enjoyed learning from you. You are amazing and I feel blessed to have been you as an instructor. Again, thank you!",0.0,0,1,0,0,0.0,0,0,0
"Maybe because I am a med graduate already I expected much more from this course. It was ok, but my impression was always like there was too much of talking what important stuff is going to be discussed, but not really the facts themselves. I would rather learn more practical knowledge. Anyway I learnt some new things as well.",0.0,0,1,0,0,0.0,0,0,1
"The instructors are pleasant, and the videos helpful. Unlike some classes where it feels like there is gulf between the toy examples covered in the lectures and whats requested in the assignments, the materials available speak directly to the homework.The virtually non-existent discussion board, lacking much activity from either students or staff, is a real downer.",0.0,0,0,0,0,1.0,0,0,0
This is a great course! Just what I need! Thank you Jana!,0.0,0,1,0,0,0.0,0,0,0
A great and informative course. Very clear and interesting! I would have appreciated a bit more if it discussed more tips to help prevent/deal-with drug abuse or addiction. Thank you for the course!,0.0,1,0,0,0,0.0,0,0,0
"The assignments do not give you any practical methods for actual problem solving. Theyre just a succession of activities that pretend to be creative by making you do things you wouldnt normally do. Its like they forgot the part about problem solving.The assignments are to eat foods youve never eaten, talk to people you wouldnt normally talk to, take a photo of yourself smooching someone/something, and to give something to someone you never have given anything before. That is not creative nor helpful at problem solving. Its just a series of activities for people who have too much time on their hand and need something to do to get out of their routine.Not a course I would recommend for anyone wanting to gain useful skills.",0.0,0,0,0,0,0.0,0,0,1
"It was painful to work through the videos at first place, for more than one reasons. Very linmited (I would say insufficient) and inconsistent use of background data (diagrams, equations, symbols,pointers) on the board to support what was been talked about. It felt like a plain reading of mathematical expressions and descriptions. As a consequence I had to completely rely on the www to learn the topics covered so I could do the exercises. If that is how the standard of tutoring is to unfold for UoL Global MBA program (to which this is a foundation), I would seriously reconsider my decision to go for. I have been into a MOOC UCL and regret to say this course (Quantitative Foundations for International Business) is a big disappointment. Hope someone listens and th",0.0,0,0,0,0,0.0,0,0,1
"Warning: The lecture videos along will NOT be enough to prepare you for the final assignment! Be prepared to do your own research for the extra study materials. On the forum, many students said they had to drop out during the last week (probably without getting a refund!) because they were completely caught off guard by the huge knowledge gap between lectures and the final assignment. If you are determined to get the specialization certificate, you should definitely start the final assignment as early as possible. Dont wait until the last week or two!!",0.0,0,1,0,0,0.0,0,0,1
"Im learning A LOT! I have a background in marketing strategy, but covering the basics 7 laters in my career I am becoming more up-to-date and remembering things that have been shifted to the back of my head. I recommend this course to beginners as well as people already practicing. Also, I highly recommend taking the entire specialization to get the most out of the new knowledge you will learn as well as a refresher. Who knows, those who are studies and practiced you may learning new things like I have been. Also hearing the things you already know may clarify things you learned a little more as I am experiencing.",0.0,0,1,0,0,0.0,0,0,0
"The instructor Jack looks very skilled in iOS, but is not very skilled in organizing his thoughts. Lot of sentences are changed halfway, making it frustrating and very hard to follow along.As in part one there is a steep chasm between the final peer assessment and the presented theory. Components required for the final assessment are introduced in part 3 of the specialization, which is to say a little late.",0.0,0,0,0,0,0.0,0,0,1
"Lots of talking head videos without enough visual aids to solidify the adult learning process. Not very Executive level as the course title and description imply. I would expect more TED Talk level lectures and materials, with plenty of real-world examples. Content in these courses seem more new manager / new supervisor level, if not actually geared toward an undergrad audience.",0.0,0,0,0,0,0.0,1,0,1
"Highly recommended course, looking under the hood to examine how popular ML algorithms like decision trees and boosting are actually implemented. Im surprised at how intuitive the idea of boosting really is. Also interesting that random forests are dismissed as not as powerful as boosting, but I would love to know why! Both methods appear to expose more data to the learner, and a heuristic comparison between RF and boosting would have been greatly appreciated.One can immediately notice the difference between statistician Emily, who took us through the mathematical derivation of the derivative (ha.ha.) function for linear regression (much appreciated Emily!), and computer scientist Carlos, who skipped this bit for logistic regression but provided lots of verbose code to track the running of algorithms during assignments (helps to see what is actually happening under the hood). Excellent lecturers both, thank you!",1.0,0,0,0,0,0.0,0,0,0
"The good:-Good examples to learn the concepts-Good organization of the material-The assignments were well-explained and easy to follow-up-The good humor and attitude of the professor makes the lectures very engaging-All videolectures are small and this makes them easy to digest and follow (optional videos were large compared with the rest of the lectures but the material covered on those was pretty advanced and its length is justifiable)Things that can be improved:-In some of the videos the professor seemed to cruise through some of the concepts. I understand that it is recommended to take the series of courses in certain order but sometimes I felt we were rushing through the material covered-I may be nitpicking here but I wish the professor used a different color to write on the slides (the red he used clashed horribly with some of the slides backgrounds and made it difficult to read his observations)Overall, a good course to take and very easy to follow if taken together with the other courses in the series.",1.0,0,0,0,0,0.0,0,0,0
"Fantastic introduction to Machine Learning. I come from Physics, and so my prorgaming knowledge comes mainly from the numerical side of computing, and I found this course was excellent at providing a bigger insight in how numerical algorithms can be applied to real world problems, as opposed to only being able to solve analytical ones. Thank you very much for this course.",0.0,0,1,0,0,0.0,0,0,0
"Too many animal mistreatment clips were shown, also some gross misstatements of biological-scientific truths and widely held facts. Humans cannot change the genome of any living creature, DOGS are WOLVES and always will be. We have domesticated and bred for certain personality traits and characteristics. Done with your course.",0.0,0,0,0,0,0.0,0,0,1
NLP is a total different thing and should be a course by itself. I would prefer a a large scale machine learning capstone where we could make models and it would fit better to real life situation! Through all the courses I worked hard only to reach NLP capstone? this doesnt feel right! Please fix it!,0.0,0,0,0,0,0.0,0,0,1
"I enjoyed studying this course. The video lectures of Dr Gotto-Johns very interesting but at times he was too soft spoken; needing extraordinary attention to grasp its content. Also, found the course a bit dry and somewhat difficult. While some notes were provided, there is a need to do a proper study of the subject. A book was promised by the Profesdor which I look forward to receiving. Actually, for all courses, I feel it will be a great help to all students, particularly those who can not afford costly books, COURSERA offers free or substantially discounted books on the subject taught.I completed Memory related course UNDERSTANDING MEMORY: Explaining the Psychology of Memory through Movies 🎥. The professor who presented this course offered his book Memory and Movies at 30% discount and even provided link with Discount code. As I liked the course, I tried to purchase this book but I got a reply from MIT Press that either to discount scheme is over or has not started so they CAN NOT offer it.!!I was very disappointed 😔 that despite COURSERA being such a big and professional body, such gaffes takes place. You may please address this and then let me know if I can buy at a low price.",0.0,0,0,0,1,0.0,0,0,1
